艦船ID,図鑑番号,艦名,読み,艦種,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,耐久初期,耐久最大,耐久結婚,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜155最小,対潜155最大,回避初期最小,回避初期最大,回避最大,回避155最小,回避155最大,索敵初期最小,索敵初期最大,索敵最大,索敵155最小,索敵155最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
301,1397,秋雲改,あきぐも,2,132,0,0,0,0,0,0,32,49,37,8,44,28,79,22,59,14,49,27,27,64,84,84,47,47,89,112,112,8,8,39,56,56,15,59,10,1,5,3,0,0,0,0,0,15,40,-1,-1,-1,24,1,2,10,0,1,1,1,1,秋雲、着任！<br>提督よろしくねっ！,横須賀生まれ横須賀育ちの秋雲さんだよ！陽炎型の中でも航続距離は南雲さんの目にも留まって、一航戦に入ったんだ。ていうか、自分では夕雲型だと思ってたんだけどな...ブツブツ...ま、いいや。その後、五航戦の護衛を務めたよ。翔鶴瑞鶴も描き残したかったな。,15,20,3,ijhrnvnbqkmj,5,3,1
302,1398,夕雲改,ゆうぐも,2,133,0,0,0,0,0,0,32,49,37,12,50,28,80,16,50,14,49,29,29,67,88,88,48,48,90,113,113,9,9,42,60,60,12,59,10,1,5,3,0,0,0,0,0,15,28,-1,-1,-1,24,1,2,10,0,1,1,1,1,夕雲型一番艦、夕雲、着任しました。<br>提督、甘えてくれても、いいんですよ？,最終量産型艦隊駆逐艦の一番艦。舞鶴生まれよ。惨敗のミッドウェー海戦が初陣よ。いいじゃない、別に。あの島への鼠輸送やケ号作戦、南太平洋海戦、キスカ撤退作戦などで奮戦したわ。ふう。,15,20,3,bbgkikxppksy,13,5,1
303,1399,巻雲改,まきぐも,2,134,0,0,0,0,0,0,32,49,37,12,50,28,80,16,50,14,49,29,29,67,88,88,48,48,90,113,113,9,9,42,60,60,12,59,10,1,5,3,0,0,0,0,0,15,47,-1,-1,-1,24,1,2,10,0,1,1,1,1,夕雲型駆逐艦、巻雲といいます。<br>夕雲姉さんを見習って、頑張ります！,夕雲型駆逐艦二番艦、巻雲です。<br>ホーネットの後始末、事情許さば拿捕曳航されたし…って云われても、結構無理ゲーだし…って、秋雲がこっち指差して笑ってるし。本当にもうなんなの？,15,20,3,gekgxdsvrliq,7,5,1
304,1400,長波改,ながなみ,2,135,0,0,0,0,0,0,32,49,37,12,50,28,80,16,50,14,49,29,29,67,88,88,48,48,90,113,113,9,9,42,60,60,14,59,10,1,5,3,0,0,0,0,0,15,47,-1,-1,-1,24,1,2,10,0,1,1,1,1,夕雲型駆逐艦四番艦、長波サマだよ！<br>さーいくぜ、オーッ！,マル4計画で建造されて戦時就航した夕雲型四番艦、長波だ。栄光の第二水雷戦隊で縦横無尽の活躍したぞ。ガダルカナル島では、田中頼三少将の名指揮で、敵の待ち伏せを完膚なきまでに蹴散らしてやったぜ。,15,20,3,lovstgcfspwr,10,4,1
305,1401,阿賀野改,あがの,3,137,0,0,0,0,0,0,45,62,51,28,67,24,79,20,73,31,69,26,26,82,113,113,42,42,80,101,101,14,14,59,84,84,10,59,10,2,6,3,2,2,2,0,0,65,28,-1,-1,-1,60,3,5,14,1,2,1,1,2,こんにちはーっ！<br>最新鋭軽巡の阿賀野でーすっ。ふふ。,次世代の水雷戦隊の旗艦として設計＆建造された阿賀野型軽巡洋艦、その長女、一番艦の阿賀野よ。とってもとっても高性能なんだから！見てよ、この洗練された体…今度はゼッタイ本領発揮しちゃうからね。,30,40,7,cmpqwemjahur,9,9,1
306,1402,能代改,のしろ,3,138,0,0,0,0,0,0,45,62,51,28,68,24,79,20,72,31,69,26,26,82,113,113,42,42,80,101,101,14,14,59,84,84,10,64,10,2,6,3,2,2,2,0,0,65,28,-1,-1,-1,60,3,5,14,1,2,1,1,2,阿賀野型軽巡二番艦、能代。<br>着任しました。よろしくどうぞ！,新鋭阿賀野型軽巡の二番艦、能代です。<br>能代独自の飛行機運搬軌条がチャームポイントなんです。レイテ沖海戦でも主力の栗田艦隊の一員として頑張りました！,30,40,7,hvnqlrdovfqe,9,9,1
307,1403,矢矧改,やはぎ,3,139,0,0,0,0,0,0,47,63,53,28,70,24,79,22,74,32,69,26,26,82,113,113,43,43,84,107,107,14,14,59,84,84,14,69,10,2,8,3,2,2,2,0,0,65,30,-1,-1,-1,60,3,5,14,1,2,1,1,2,軽巡矢矧、着任したわ。<br>提督、最後まで頑張っていきましょう！,阿賀野型軽巡の三番艦、矢矧よ。<br>マリアナ、レイテ、坊ノ岬と、後半の大きな海戦には殆ど参加したわ。そうよ、最後の最後まで暴れてみせたの。私の記憶の途切れた後、大和はどうなったのかしら。ま、いいわ…今度は全てを護りきるから！,30,40,7,acajrnrqxplq,9,9,1
308,1404,弥生改,やよい,2,164,0,0,0,0,0,0,24,39,28,9,39,18,69,12,39,11,39,18,18,59,82,82,40,40,89,116,116,6,6,39,57,57,12,59,10,1,5,3,0,0,0,0,0,48,13,-1,-1,-1,18,1,1,4,0,1,1,0,0,初めまして、弥生、着任…。<br>あ、気を使わないでくれていい…です。,睦月型駆逐艦三番艦「弥生」です。<br>横須賀の浦賀生まれ。「睦月」や「望月」と艦隊を組んで色々頑張りました。爆撃機とかは嫌い。よろしくね。,15,15,1,ozjrctjajnpx,16,14,1
309,1405,卯月改,うづき,2,165,0,0,0,0,0,0,24,39,28,7,34,18,69,18,49,12,39,21,21,65,89,89,40,40,89,116,116,6,6,39,57,57,14,59,10,1,5,3,0,0,0,0,0,40,39,27,-1,-1,18,1,1,4,0,0,1,0,0,やったぁ！ でたっぴょん！ 卯月でっす！ <br>うーちゃんって呼ばれてまっす！,睦月型駆逐艦四番艦の「卯月」だぴょん。船団護衛から攻略作戦まで、頑張って働いたんでっす！　最後のほうは砲をいくつか下して機銃を一杯積んだよ。<br>うーちゃん、爆撃じゃ沈まないから！,15,15,1,xwjlobdutrwv,17,15,1
310,1406,Z1改,レーベレヒト・マース,2,174,179,70,300,350,0,0,33,59,38,11,45,25,70,15,45,15,45,36,36,69,87,87,41,41,79,100,100,8,8,42,61,61,12,49,10,1,6,3,0,0,0,0,0,78,-1,-1,-1,-1,24,1,1,6,0,1,1,0,0,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,ドイツ生まれの駆逐艦、その本格的な大型駆逐艦の一番艦だよ。<br>高温高圧缶や機関部のシフト配置など、技術の国ならではの設計になっているんだ。あまり外洋での艦隊戦は得意じゃないけど…頑張るよ！,20,25,3,vbuxfozqoemo,5,3,1
311,1407,Z3改,マックス・シュルツ,2,175,180,70,300,350,0,0,33,59,38,11,45,25,70,15,45,15,45,36,36,69,87,87,41,41,79,100,100,8,8,42,61,61,12,49,10,1,6,3,0,0,0,0,0,78,-1,-1,-1,-1,24,1,1,6,0,1,1,0,0,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,ドイツ1934年計画型駆逐艦、その三番艦よ。<br>生存性の高い設計の本格的駆逐艦だけれど…新型のタービンは少し整備に難もあるけれど。<br>今度は…大丈夫。,20,25,3,vksfcnchqurh,3,1,1
312,1408,浜風改,はまかぜ,2,170,0,0,0,0,0,0,32,49,37,12,48,28,79,22,60,14,49,27,27,68,91,91,46,46,88,111,111,8,8,39,56,56,17,59,10,1,5,3,0,0,0,0,0,40,28,-1,-1,-1,24,1,2,10,0,1,1,1,1,駆逐艦、浜風です。<br>これより貴艦隊所属となります。,浜風です。数々の激戦に参加しました。<br>レイテでは金剛を中心とした輪形陣。そして、武蔵や金剛、あの信濃の最期もこの目に焼き付けることになりました。運命の坊ノ岬では、雪風らと共に大和を護って奮闘します。,15,20,1,ojkgkujsenly,24,20,1
313,1409,谷風改,たにかぜ,2,169,0,0,0,0,0,0,32,49,37,12,48,28,79,16,49,14,49,28,28,69,92,92,46,46,88,111,111,8,8,39,56,56,16,59,10,1,5,3,0,0,0,0,0,44,46,-1,-1,-1,24,1,2,10,0,1,1,1,1,提督、谷風だよ。<br>これからお世話になるね！,谷風さんだよ。<br>あのミッドウェー海戦では、飛龍を助けようとしてたら、くそ敵機から雨あられの集中爆撃…。あんときゃ、まいったけど、勝見艦長がすげえんだ、マジで。,15,20,1,jdyqtxzmsyng,17,14,1
314,1410,酒匂改,さかわ,3,140,0,0,0,0,0,0,46,62,52,27,65,23,78,19,73,31,69,30,30,84,114,114,41,41,80,102,102,14,14,59,84,84,30,74,10,2,6,3,2,2,2,0,0,-1,-1,-1,-1,-1,60,3,5,14,1,2,1,1,2,ぴゃん♪　阿賀野型軽巡四番艦、酒匂です！<br>司令、よろしくね！,阿賀野型軽巡姉妹の末っ子、四番艦の酒匂だよ。<br>生まれるのが遅すぎたかな、あまりお外にはいけなかった。矢矧ちゃんと一緒に行きたかったけど…舞鶴でお留守番したの。,30,40,7,kbdewgsfrkra,9,9,1
316,1411,天津風改,あまつかぜ,2,181,0,0,0,0,0,0,34,54,39,12,49,32,84,23,63,14,61,28,28,59,76,76,50,50,94,118,118,9,9,39,55,55,17,69,10,1,7,3,0,0,0,0,0,15,47,87,-1,-1,24,1,2,10,0,1,1,1,1,いい風きてる？<br>次世代型駆逐艦のプロトタイプ、<br>あたし、天津風の出番ね。,陽炎型駆逐艦九番艦の天津風です。<br>次世代の艦隊型駆逐艦のための新型高温高圧缶のテストベッドを務めたのよ。データはしっかりとって、島風に渡したわ。幾多のピンチも頑張って乗り越えたのよ。大変だったんだから！,20,20,3,cpcycglgelxd,1,1,1
317,1412,浦風改,うらかぜ,2,168,0,0,0,0,0,0,32,49,37,12,48,28,79,16,49,14,49,29,29,69,91,91,46,46,88,111,111,8,8,39,56,56,13,59,10,1,5,3,0,0,0,0,0,91,46,-1,-1,-1,24,1,2,10,0,1,1,1,1,うち、浦風じゃ、よろしくね！,生まれは大阪、所属は呉。真珠湾からガダルカナルまで駆けまわったんじゃ。<br>最期は金剛姉さんを護衛して台湾海峡…<br>まぁ、もうどうにもならんなぁ……。,15,20,1,exedxncqauws,16,14,1
318,190,龍鳳改,たいげい・りゅうほう,7,185,0,0,0,0,0,0,48,70,54,0,32,0,0,28,62,24,57,0,0,0,0,0,30,30,62,80,80,30,30,74,98,98,24,79,5,1,6,4,21,9,9,6,0,21,82,51,-1,-1,160,4,8,24,5,0,0,2,2,潜水母艦改装空母の龍鳳です。<br>航空母艦として、私、頑張ります！,潜水母艦改装空母の龍鳳です。<br>機関の換装の影響で速度は計画通りには出なかったけれど、このクラスの軽空母としては充実の飛行甲板と兵装なんです。<br>空母龍鳳、精一杯頑張ります！,35,40,3,rjtnzguullvo,10,4,1
319,191,妙高改二,みょうこう,5,265,0,0,0,0,0,0,56,71,63,50,80,36,88,28,80,47,78,0,0,0,0,0,47,47,85,106,106,19,19,59,81,81,32,79,10,2,6,4,2,2,4,4,0,90,90,28,-1,-1,80,4,7,20,2,3,1,2,2,私、妙高型重巡洋艦、妙高と申します。<br>共に頑張りましょう。,ワシントン海軍軍縮条約下で建造された重巡洋艦です。<br>平賀譲氏設計による日本海軍の第一級の戦闘艦です。<br>現代の海上自衛隊のイージス艦にも、その名は受け継がれています。,45,75,3,kadfixosusrf,15,15,1
320,1413,磯風改,いそかぜ,2,167,0,0,0,0,0,0,33,49,38,12,48,28,79,24,64,14,49,27,27,68,91,91,47,47,88,111,111,9,9,49,71,71,18,81,10,1,6,3,0,0,0,0,0,91,44,106,-1,-1,24,1,2,10,0,1,1,1,1,陽炎型駆逐艦十二番艦、磯風。<br>司令、共に進もう…心配はいらない。,陽炎型駆逐艦十二番艦、磯風だ。<br>戦歴ならあの雪風にも遅れはとらぬ。数々の海戦、決戦に参加し、戦い抜いたんだ。大和・武蔵・金剛・大鳳…彼女達の最期もこの目に焼き付いている。今度こそ…護り抜くさ。,15,20,3,dyupugfxshtd,5,3,1
321,1414,大淀改,おおよど,3,183,0,0,0,0,0,0,47,64,53,32,70,0,49,22,74,32,68,0,0,39,61,61,40,40,78,99,99,28,28,84,115,115,30,79,10,2,7,4,0,6,6,0,0,65,107,106,-1,-1,80,4,3,14,3,2,0,2,2,提督、旗艦大淀、お供いたします。<br>前線艦隊指揮はどうぞお任せください！,艦隊旗艦として特化設計された新鋭軽巡洋艦、大淀です。搭載予定の新型水偵の失敗や戦局の変化もあって、連合艦隊旗艦としてはあまり活躍できなかったの。でも、北号作戦や礼号作戦では活躍したのよ。私も前線で、頑張りますね。,35,35,3,gixbrtnuabge,23,15,1
322,1415,時津風改,ときつかぜ,2,186,0,0,0,0,0,0,32,49,37,12,48,28,79,16,49,14,49,26,26,64,85,85,46,46,88,111,111,8,8,39,56,56,12,59,10,1,6,3,0,0,0,0,0,15,91,-1,-1,-1,24,1,2,10,0,1,1,1,1,陽炎型駆逐艦十番艦。<br>時津風……出るよ。,陽炎型十番艦の時津風だよ。<br>雪風、初風、天津風とで第十六駆逐隊を編成、仲良く色々と頑張ったんだよ。二水戦にもいたんだよ、ほんとほんと。でも、制海権の無い海は…ちょっと嫌かなーって。,15,20,3,svglgiwjfyxn,14,14,1
323,1416,春雨改,はるさめ,2,405,0,0,0,0,0,0,30,49,35,12,49,28,79,15,49,14,49,24,24,59,78,78,45,45,89,113,113,7,7,39,57,57,12,59,10,1,5,3,0,0,0,0,0,63,75,-1,-1,-1,22,1,2,10,0,1,1,1,1,白露型駆逐艦五番艦の春雨です、はい。<br>輸送作戦はお任せください……です。,白露型駆逐艦五番艦の春雨です。<br>おいしそう…ってその春雨とは違います！村雨や夕立姉さんたちと共に第二駆逐隊として海を駆け巡りました！輸送や護衛任務は、少し得意なんです。はい！,15,20,3,cispmgxqaedk,14,6,1
324,1417,早霜改,はやしも,2,409,0,0,0,0,0,0,32,49,37,12,50,28,80,16,50,14,49,29,29,67,88,88,48,48,90,113,113,9,9,42,60,60,12,59,10,1,5,3,0,0,0,0,0,28,44,27,-1,-1,24,1,2,10,0,1,1,1,1,また…来てしまったのね、この海に。<br>夕雲型駆逐艦、早霜…着任しました。,夕雲型駆逐艦、その十七番目、早霜です。<br>舞鶴海軍工廠生まれ。だいぶ押し迫った頃に生まれました。レイテ沖海戦にリンガ泊地から出撃して…色々な光景を見ました。,15,20,3,uvfgjekdjlcw,3,1,1
325,1418,清霜改,きよしも,2,410,0,0,0,0,0,0,32,49,37,12,50,28,80,16,50,14,49,29,29,67,88,88,48,48,90,113,113,9,9,42,60,60,13,59,10,1,5,3,0,0,0,0,0,28,47,27,-1,-1,24,1,2,10,0,1,1,1,1,どうも！夕雲型の最終艦、清霜です。<br>到着遅れました、よろしくお願いです！,夕雲型駆逐艦のラスト、十九番艦の清霜です。<br>浦賀生まれですよ。もう、そうとう辛い戦局の中で生まれたの。短い間だったけど、縦横無尽に活躍したわ。凄惨だったレイテはもちろん、あの礼号作戦にも参加したのよ！どう？,15,20,3,xomrbwrvjwfv,7,3,1
326,204,初春改二,はつはる,2,238,0,0,0,0,0,0,31,52,36,13,54,32,90,23,73,14,51,30,30,69,91,91,48,48,90,113,113,10,10,45,64,64,16,59,10,1,6,3,0,0,0,0,0,63,106,40,-1,-1,20,1,2,10,0,1,2,1,1,わらわが初春じゃ。<br>よろしく頼みますぞ。,初春型駆逐艦、１番艦の初春じゃ。<br>わらわは、北方部隊に所属。戦雲渦巻くアッツやキスカなどの北方海域で活躍したぞ。<br>北海道周辺も好きな海域じゃな。マニラ湾やオルモック…？ああ、熱いところは苦手じゃ。,15,20,1,xoiprnaxqxbj,15,15,1
327,1419,朝雲改,あさぐも,2,413,0,0,0,0,0,0,31,49,36,12,49,28,79,16,49,14,49,24,24,59,78,78,46,46,89,113,113,8,8,39,56,56,12,59,10,1,5,3,0,0,0,0,0,91,44,-1,-1,-1,22,1,2,10,0,1,1,1,1,朝潮型駆逐艦、朝雲、着任したわ！<br>貴方が司令…かあ。ふうーん。ま、いいわ。私がやったげる！,朝潮型駆逐艦五番艦、朝雲よ。<br>盟友の山雲と一緒に、様々な戦場を駆け抜けたのよ。そう、第九駆逐隊。有名でしょ？え、知らないって？私、冗談ってあまり好きじゃないの。覚えておいてよ！,15,20,3,vdieczinfgce,18,15,1
328,1420,山雲改,やまぐも,2,414,0,0,0,0,0,0,31,49,36,12,49,28,79,16,49,14,48,27,27,64,84,84,46,46,89,113,113,8,8,39,56,56,11,58,10,1,5,3,0,0,0,0,0,91,44,-1,-1,-1,22,1,2,10,0,1,1,1,1,おはようございます～。<br>朝潮型駆逐艦六番艦、山雲、入ります～。,朝潮型駆逐艦六番艦の山雲です～。<br>大阪生まれの横須賀育ちなの～。そうね、機雷とかは注意しないといけないわね～。<br>護衛や哨戒で活躍、そしてマリアナ、西村艦隊の一員としてレイテにも参加したわ～。,15,20,3,pyfdxrfqwldn,12,9,1
329,1421,野分改,のわき,2,415,0,0,0,0,0,0,32,49,37,12,48,28,79,16,49,14,49,28,28,68,90,90,46,46,88,111,111,8,8,39,56,56,13,59,10,1,6,3,0,0,0,0,0,91,46,-1,-1,-1,24,1,2,10,0,1,1,1,1,陽炎型駆逐艦、野分。参上しました。<br>さあ、司令。いきましょう。,陽炎型駆逐艦十五番艦、野分です。舞鶴生まれです。舞風と一緒に第四駆逐隊に所属しました。<br>緒戦は那珂さん率いる四水戦と共に南方作戦、そしてミッドウェー、マリアナ、レイテにも参加。できること…全力で頑張りました。,15,20,3,qegrehgswrpg,15,15,1
330,1422,秋月改,あきづき,2,421,0,0,0,0,0,0,37,57,42,24,57,24,54,80,116,16,53,30,30,72,95,95,48,48,88,110,110,10,10,49,71,71,12,69,10,1,7,3,0,0,0,0,0,122,106,40,-1,-1,30,1,2,13,1,1,1,3,1,秋月型防空駆逐艦、一番艦、秋月。<br>ここに推参致しました。お任せください！,艦隊防空のために建造された乙型一等駆逐艦、秋月型駆逐艦一番艦、秋月です。<br>４基８門の長10cm砲と高射装置を備えた防空艦として、僚艦の初月らと共に第61駆逐隊を編成しました。頑張ります！,20,25,3,tubwmcjwtlqx,13,11,1
331,202,天城,あまぎ,11,0,429,50,1000,750,1,0,48,79,54,0,25,0,0,27,72,26,51,0,0,0,0,0,33,33,59,73,73,38,38,74,94,94,13,59,10,1,6,4,18,24,3,6,0,40,10,-1,-1,-1,210,7,9,26,5,0,0,3,3,雲龍型航空母艦、天城と申します。<br>提督、どうぞよろしくお願い致します。<br>天城、精進致します！,雲龍型航空母艦、その二番艦、天城です。戦時急造計画であるマル急計画により、建造されました。<br>空母機動部隊として運用されることは叶いませんでしたが、呉空襲時の対空戦で奮闘しました。,50,45,1,gmlbignzjwmq,10,6,1
332,203,葛城,かつらぎ,11,0,430,50,1000,750,1,0,48,79,54,0,25,0,0,27,72,27,52,0,0,0,0,0,34,34,59,73,73,36,36,70,89,89,20,69,10,1,6,4,18,24,3,6,0,39,40,-1,-1,-1,210,7,9,26,5,0,0,3,3,雲龍型航空母艦、三番艦、葛城よ！<br>え？　水上防空砲台ですって？<br>ち、違うわよ！　提督、何いってんの！,雲龍型航空母艦の三番艦、葛城よ。そう、正規空母。<br>ちょっと生まれるのが遅かったみたい。でも、戦いが終わった後で、私は全力で働いたの。ある意味、私が一番なんだから。ホントよ？ホントなんだから。,50,45,1,fgyvwqymkekn,9,9,1
334,1504,U-511改,ゆー511・ろ500,13,431,436,55,270,170,0,0,13,18,17,3,12,27,64,0,0,6,20,0,0,0,0,0,20,20,59,81,81,9,9,29,40,40,34,67,5,1,6,2,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,1,2,0,0,ドイツ海軍所属、潜水艦U-511です。<br>ユーとお呼びください。<br>少し遠出してきました。よろしくお願い致します……。,ドイツ海軍のUボート、潜水艦U-511……です。<br>頑張って、ここまで来ました。<br>皆と仲良くなれたら…いいなって…ここの文化に馴染めたらいいなって…思います。,10,20,1,dfrmfmjvschh,5,5,1
343,1423,香取改,かとり,21,154,0,0,0,0,0,0,40,54,46,16,36,14,40,24,48,15,39,22,22,62,84,84,26,26,52,66,66,12,12,48,68,68,12,54,5,2,5,4,2,2,2,2,0,119,40,46,44,-1,70,3,2,11,1,1,1,2,1,練習巡洋艦、香取です。<br>心配しないで…。色々と優しく、指導させて頂きますから。,香取型練習巡洋艦一番艦の香取です。<br>はい、練習遠洋航海の指揮は、お任せください。必ずや艦隊の練度向上にお力添えできると思います。え、戦艦との砲撃戦…ですか？それは用兵的にどうなのでしょうか。,35,20,3,kexcbmpnmmwv,15,13,1
344,1424,朝霜改,あさしも,2,425,0,0,0,0,0,0,33,49,38,12,47,28,78,22,62,14,49,35,35,79,103,103,49,49,92,116,116,10,10,43,61,61,18,68,10,1,5,3,0,0,0,0,0,91,47,40,-1,-1,24,1,3,10,1,0,1,1,1,よお！　夕雲型駆逐艦、十六番艦の朝霜、いつでも出撃できんぜ。<br>まだまだ、暴れよう…な、司令！,あたいは夕雲型駆逐艦、その十六番艦、朝霜さ。よーく覚えとおくんだよ。<br>戦況が悪化した頃にデビューしたんだ。でも、その末期の戦線を、文字通り縦横無尽に駆けまわったぜ。やるだけ…やったさ！,15,20,1,jozbiyweyksl,14,12,1
345,1425,高波改,たかなみ,2,424,0,0,0,0,0,0,32,49,37,12,50,28,80,16,50,14,49,29,29,67,88,88,48,48,90,113,113,13,13,52,74,74,10,57,10,1,5,3,0,0,0,0,0,129,28,27,-1,-1,24,1,2,10,0,1,1,1,1,夕雲型駆逐艦、六番艦の高波です。<br>あ、あの…頑張ります！ホントかもです！,夕雲型駆逐艦６番艦、高波です。浦賀生まれです。<br>第三十一駆逐隊に編入され、活躍したかもです。運命のルンガ沖夜戦でも警戒隊の旗艦として敵を発見…、艦隊の勝利に貢献したかも…です。はい！,15,20,3,ydsbnsiogwij,17,12,1
346,1426,照月改,てるづき,2,422,0,0,0,0,0,0,37,57,42,24,58,25,56,80,114,16,52,30,30,72,95,95,48,48,87,109,109,10,10,49,71,71,11,59,10,1,7,3,0,0,0,0,0,122,106,40,-1,-1,30,1,2,13,1,1,1,3,1,秋月型防空駆逐艦、二番艦の照月よ。<br>戦艦の護衛でも、鼠輸送でも、なんでもこなしちゃうんだから！,秋月型防空駆逐艦二番艦、照月よ。<br>秋月姉と第61駆逐隊を編成しました。ソロモンの激戦では、比叡さんや霧島さんと共に戦ったのよ！え？ドラム缶による鼠輸送？ああ、あれは…あれはね…。,20,25,3,urpnkwaneqfb,9,9,1
347,1427,Libeccio改,リベッチオ,2,443,0,0,0,0,0,0,29,46,33,11,48,27,72,20,59,15,50,40,40,80,102,102,50,50,92,115,115,10,10,46,66,66,16,69,10,1,7,3,0,0,0,0,0,147,147,-1,-1,-1,23,1,2,10,0,1,1,1,1,ブォンジョールノ！<br>マエストラーレ級駆逐艦、リベッチオです。<br>リベでいいよ。提督さん、よろしくね！,イタリア海軍の駆逐艦、マエストラーレ級三番艦、リベッチオです。提督さん、よろしくね！<br>え、タラント空襲？余裕です！船団護衛でも頑張りたかったけど…救助中はやめてほしいよ～！,15,20,3,rgfuelwdntub,14,10,1
348,1428,瑞穂改,みずほ,16,451,0,0,0,0,0,0,42,62,48,18,45,15,72,18,44,24,48,0,0,0,0,0,24,24,42,52,52,38,38,94,125,125,10,54,5,1,5,3,12,12,8,0,0,59,41,39,-1,-1,140,3,3,15,5,1,2,1,2,提督、お疲れさまです。<br>水上機母艦、瑞穂、推参致しました。<br>どうぞよろしくお願い申し上げます。,水上機母艦、瑞穂です。千歳、千代田に続いて建造された、甲標的も運用可能な特殊水上機母艦です。新機軸の機関部があまり上手くいかなくって……でも、開戦初頭の南方作戦などに参加致しました。お役に立てるよう頑張りますね！,40,45,3,ycgllqsxwdgy,29,10,1
349,1429,風雲改,かざぐも,2,453,0,0,0,0,0,0,32,49,37,12,50,29,81,17,51,14,49,30,30,69,91,91,48,48,90,113,113,9,9,42,60,60,14,69,10,1,5,3,0,0,0,0,0,129,28,27,-1,-1,24,1,2,10,0,1,1,1,1,夕雲型駆逐艦、三番艦の風雲よ。<br>そっか、貴方が提督なんだ。了解です。<br>ご命令、どうぞ！,艦隊型駆逐艦、夕雲型駆逐艦の三番艦、風雲よ、よろしく。<br>あのミッドウェーからソロモンまで、主戦場を駆けたのよ。運命の日の夜、燃える空母を見上げたの。龍の最期、忘れない。,15,20,3,gykqxdkfpzih,13,9,1
350,1430,海風改,うみかぜ,2,458,0,0,0,0,0,0,30,48,35,12,49,28,79,16,50,14,49,27,27,63,83,83,46,46,89,113,113,8,8,40,58,58,13,64,10,1,4,3,0,0,0,0,0,63,44,-1,-1,-1,22,1,2,10,0,1,1,1,1,白露型駆逐艦七番艦、<br>そして改白露型一番艦となる、海風です。<br>提督、どうぞよろしくお願いします！,白露型駆逐艦七番艦、改白露型としては一番艦となる海風です。<br>マル２計画によって建造されました。第二水雷戦隊の一翼として、ソロモン海の戦いにも参加しました。提督、どうぞよろしくお願い致します。,15,20,3,djszrxlnhbuv,10,10,1
351,1431,江風改,かわかぜ,2,459,469,75,390,300,0,0,30,48,35,12,49,29,80,15,49,14,49,24,24,59,78,78,46,46,89,113,113,8,8,40,58,58,12,59,10,1,5,3,0,0,0,0,0,63,28,-1,-1,-1,22,1,2,10,0,1,1,1,1,白露型駆逐艦九番艦、<br>改白露型の江風だよ。よろしくな！<br>あ、読み方、間違えンなよ。,白露型九番艦、改白露型駆逐艦の江風だ。<br>そうさ、海風の姉貴たちと同じ、マル２計画で建造されたよ。まー、働いた働いた。ソロモン海は何度も駆け回ったよ。最期は夜戦さ。敵さんの電探…ありゃー反則さ。,15,20,3,litugbpkilsf,16,11,1
352,1432,速吸改,はやすい,22,460,0,0,0,0,0,0,48,50,50,8,36,0,0,20,48,6,19,12,12,36,49,49,10,10,33,46,46,18,18,59,82,82,8,44,5,1,7,3,6,3,1,0,0,18,146,40,-1,-1,220,8,1,20,1,1,1,2,1,おはようございます！<br>航空機搭載給油艦、速吸、頑張ります！<br>艦載機も出撃用意、ばっちりです！,艦隊随伴型の給油艦、速吸です。よろしくお願いします！<br>様々な物資を補給できる多用途給油艦でありながら、航空機の運用が可能な設計です。ミッドウェー海戦後の計画変更で流星の発進も可能となりました！,120,20,3,niuenzxpukjq,9,9,1
353,1433,Graf Zeppelin改,グラーフ・ツェッペリン,11,432,0,0,0,0,0,0,78,92,86,15,50,0,0,44,80,42,80,0,0,0,0,0,29,29,69,91,91,46,46,74,89,89,7,47,10,2,7,4,30,13,10,3,0,159,64,160,-1,-1,270,10,17,36,8,2,0,4,4,Guten Morgen!　私が航空母艦、Graf Zeppelin だ。<br>貴方がこの艦隊を預かる提督なのだな。そうか……了解だ。,,70,80,3,uljlkucfqqcc,8,8,1
354,1434,嵐改,あらし,2,454,0,0,0,0,0,0,32,49,37,12,49,28,79,16,49,14,49,30,30,70,92,92,46,46,87,110,110,8,8,39,56,56,12,63,10,1,6,3,0,0,0,0,0,91,45,-1,-1,-1,24,1,2,10,0,1,1,1,1,や！　陽炎型駆逐艦、十六番艦、嵐だ！<br>司令、よろしくな！　逢えて嬉しいぜ！,,15,20,3,stvkbeqhwmmj,8,8,1
